name,operator,address,lat,lon,point_type,opening_hours,phone,prepare_instruction
WOJEWÓDZKI SZPITAL ZESPOLONY W KONINIE,,KONIN 62-504 SZPITALNA 45,52.1913128,18.2331492,hospital,24/7,632404402,
GINEKOLOGICZNO-POŁOŻNICZY SZPITAL KLINICZNY UM,,POZNAŃ 60-535 POLNA 33,52.40939215,16.8955725985462,hospital,24/7,618419273,
SZPITAL MIEJSKI ŚW. JANA PAWŁA II,,ELBLĄG 82-300 JANA AMOSA KOMEŃSKIEGO 35,54.1555301,19.4263318171208,hospital,24/7,552304258,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W OLSZTYNIE,,OLSZTYN 10-651 ŻOŁNIERSKA 18 A,53.769173,20.491182,hospital,24/7,895393421,
PODLASKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY W BIAŁYMSTOKU: ELŻBIETA KRASZEWSKA,,BIAŁYSTOK 15-099 LEGIONOWA 8,53.1313014,23.1617919,sanepid,8:00-16:00,857408540,
PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY W BYDGOSZCZY: JERZY KASPRZAK,,BYDGOSZCZ 85-031 KUJAWSKA 4,53.122091,18.01434,sanepid,8:00-16:00,523761800,
POMORSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: TOMASZ AUGUSTYNIAK,,GDAŃSK 80-211 UL. DĘBINKI 4,54.3651793,18.6280112535,sanepid,8:00-16:00,583447300,
LUBUSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY W GORZOWIE WLKP.: DOROTA KONASZCZUK,,GORZÓW WLKP. 66-400 KAZIMIERZA JAGIELLOŃCZYKA 8B,52.7388272,15.2325886,sanepid,8:00-16:00,957226057,
ŚLĄSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: URSZULA MENDERA - BOŻEK,,KATOWICE 40-074 UL. RACIBORSKA 39,50.25491795,19.0015763992,sanepid,8:00-16:00,323512300,
ŚWIĘTOKRZYSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: JAROSŁAW CIURA,,KIELCE 25-734 UL. JAGIELLOŃSKA 68,50.87239195,20.6052380282,sanepid,8:00-16:00,413655400,
MAŁOPOLSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: JAROSŁAW FOREMNY,,KRAKÓW 31-202 UL. PRĄDNICKA 76,50.08709825,19.9378907385,sanepid,8:00-16:00,122549555,
LUBELSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY W LUBLINIE: IRMINA NIKIEL,,LUBLIN 20-708 UL. PIELĘGNIAREK 6,51.23977905,22.507842486,sanepid,8:00-16:00,"817434272,7434686,693397185",
ŁÓDZKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: URSZULA SZTUKA-POLIŃSKA,,ŁÓDŹ 90-046 UL. WODNA 40,51.7616298,19.4768486985,sanepid,8:00-16:00,422536200,
WARMIŃSKO-MAZURSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: JANUSZ DZISKO,,OLSZTYN 10-561 UL. ŻOŁNIERSKA 16,53.771028,20.494758,sanepid,8:00-16:00,895248300,
OPOLSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: ANNA MATEJUK,,OPOLE 45-367 MICKIEWICZA 1,50.670192,17.927095,sanepid,8:00-16:00,774426900,
WIELKOPOLSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: ANDRZEJ TRYBUSZ,,POZNAŃ 61-705 UL. NOSKOWSKIEGO 23,52.4151425,16.9196082,sanepid,8:00-16:00,618544800,
PODKARPACKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: ADAM SIDOR,,RZESZÓW 35-959 WIERZBOWA 16,50.0340299,22.0146334744,sanepid,8:00-16:00,178522111,
ZACHODNIOPOMORSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY: MAŁGORZATA DOMAGAŁA-DOBRZYCKA,,SZCZECIN 70-632 SPEDYTORSKA 6/7,53.439846,14.54859,sanepid,8:00-16:00,914624060,
MAZOWIECKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY W WARSZAWIE: KRZYSZTOF SKÓRCZEWSKI,,WARSZAWA 00-875 ŻELAZNA 79,52.2377163,20.9882984713,sanepid,8:00-16:00,226209001,
DOLNOŚLĄSKI PAŃSTWOWY WOJEWÓDZKI INSPEKTOR SANITARNY WE WROCŁAWIU: JACEK KLAKOČAR,,WROCŁAW 50-396 M. SKŁODOWSKIEJ CURIE 73/7,51.097349,17.023978,sanepid,8:00-16:00,713283041,
